text,label,channel,platform,source
Her voice sounds weird and plus she&#39;s cute for a blonde﻿,legitimate,social,youtube,Youtube05-Shakira
"Why there are so many dislikes. This song is so... awesome. It sounds like we MUST STOP BE RACISTS!!! If I could, I would like it 1,000,000,000 times!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿",legitimate,social,youtube,Youtube05-Shakira
Nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk﻿,legitimate,social,youtube,Youtube05-Shakira
still watching in 2015...﻿,legitimate,social,youtube,Youtube05-Shakira
Shakira is my favourite singer. Wooooo﻿,legitimate,social,youtube,Youtube05-Shakira
i remember this song!,legitimate,social,youtube,Youtube05-Shakira
Whose who are watching this in 2015.  LIKE!﻿,legitimate,social,youtube,Youtube05-Shakira
"Support the fight for your 4th amendment right to privacy in your home.  Stop the NSA spying on Americans with the un Patriot Act Renewal. Rand Paul has spent 10.5 hours on the Senate floor in a Protest and Filibuster fighting for our  Constitution that this Nation is founded on. Join the fight at Rand Paul dot com. Spread The Word. We Have Someone That Cares About Our Nation.  Email your Senators, Congress men and women, tell them to support Rand. Tell the news to support Rand too Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m00s"">1:00</a> am this passed Saturday morning fighting for our Constitution buy postponing the vote until this week. Our Constitution Matters join Rand in the fight to protect <a href=""http://it.ht"">it.ht</a> to privacy in your home and business.. Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m00s"">1:00</a> am this passed Saturday  morning fighting for our Constitution buy postponing the vote until this week. Our Constitution Matters To All Of US, Help Rand Protect It by joining the fright for it.﻿",phishing,social,youtube,Youtube05-Shakira
best song in world﻿,legitimate,social,youtube,Youtube05-Shakira
BEAUTIFUL,legitimate,social,youtube,Youtube05-Shakira
Good song:-)﻿,legitimate,social,youtube,Youtube05-Shakira
She&#39;s such an awesome entertainer. And pretty too! &lt;3 Shakira!﻿,legitimate,social,youtube,Youtube05-Shakira
Check out this video on YouTube:﻿,phishing,social,youtube,Youtube05-Shakira
Love this song﻿,legitimate,social,youtube,Youtube05-Shakira
Love this song! My soccer team made a cd for our couch with this song on it!﻿,legitimate,social,youtube,Youtube05-Shakira
fave song﻿,legitimate,social,youtube,Youtube05-Shakira
Watching in 2015﻿,legitimate,social,youtube,Youtube05-Shakira
I felt old when I realized that this song was 5 years old...﻿,legitimate,social,youtube,Youtube05-Shakira
love Shakira!﻿,legitimate,social,youtube,Youtube05-Shakira
One of the best song of all the time﻿,legitimate,social,youtube,Youtube05-Shakira
I really am madly in love with this woman!!﻿,legitimate,social,youtube,Youtube05-Shakira
i totally love this song. absolutely fantastic! i love ya shakira!﻿,legitimate,social,youtube,Youtube05-Shakira
im still watching in 2015﻿,legitimate,social,youtube,Youtube05-Shakira
the song is sad﻿,legitimate,social,youtube,Youtube05-Shakira
goood﻿,legitimate,social,youtube,Youtube05-Shakira
The best FIFA world cup song for sure.﻿,legitimate,social,youtube,Youtube05-Shakira
Nice vídeo shakira good﻿,legitimate,social,youtube,Youtube05-Shakira
"coby this USL and past :<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX<br />delete space after y﻿",phishing,social,youtube,Youtube05-Shakira
"see this<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX﻿",phishing,social,youtube,Youtube05-Shakira
Waka waka﻿,legitimate,social,youtube,Youtube05-Shakira
she is beautiful but it is not American!﻿,legitimate,social,youtube,Youtube05-Shakira
Thumbs up if your watching in 2015﻿,phishing,social,youtube,Youtube05-Shakira
ILOVETHISSONG﻿,legitimate,social,youtube,Youtube05-Shakira
Subscribe me please. i&#39;ll promise i&#39;ll sub back﻿,phishing,social,youtube,Youtube05-Shakira
Lamest World Cup song ever! This time FOR Africa? You mean IN Africa. It wasn&#39;t a Live Aid event or something. She made it seem like a charity case for them instead of a proud moment. Where was Ricky Martin when you needed him! SMH﻿,legitimate,social,youtube,Youtube05-Shakira
My friend Sam loves this song😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊﻿,legitimate,social,youtube,Youtube05-Shakira
I love you﻿,legitimate,social,youtube,Youtube05-Shakira
"To help shakira become the first female to hit 1billiom views, I&#39;ve decided to watch this Video at least one a day. Everyday! Shakifans we r so close just hit the replay button !!!﻿",legitimate,social,youtube,Youtube05-Shakira
ILove shakira ﻿,legitimate,social,youtube,Youtube05-Shakira
It was  cool   the best   song ever  ﻿,legitimate,social,youtube,Youtube05-Shakira
OMG LISTEN TO THIS ITS SOO GOOD!! :D﻿,legitimate,social,youtube,Youtube05-Shakira
My uncle said he will stop smoking if this comment gets 500 likes! Please like this comment! Thanks.﻿,phishing,social,youtube,Youtube05-Shakira
nice song﻿,legitimate,social,youtube,Youtube05-Shakira
waka waka﻿,legitimate,social,youtube,Youtube05-Shakira
super music﻿,legitimate,social,youtube,Youtube05-Shakira
How could 108k people dislike this song or video﻿,legitimate,social,youtube,Youtube05-Shakira
Love it!!!!!!!!!!!!!!!!💜﻿,legitimate,social,youtube,Youtube05-Shakira
I swear Shakira keeps getting more and more gorgeous! She definitely looks more gorgeous with her hair this way than super curly.﻿,legitimate,social,youtube,Youtube05-Shakira
Youtube comments be like<br />This is so 5 years ago. ﻿,legitimate,social,youtube,Youtube05-Shakira
it pisses me off a bit that blank space has more views (868 mio) than this. meh ﻿,legitimate,social,youtube,Youtube05-Shakira
Your the best♣♥﻿,legitimate,social,youtube,Youtube05-Shakira
I love you  ;p﻿,legitimate,social,youtube,Youtube05-Shakira
I love  Shakira !!!!!! ❤🎵🎶🎼🎸﻿,legitimate,social,youtube,Youtube05-Shakira
"This song is special, because is a song for Africa  and I am an African ﻿",legitimate,social,youtube,Youtube05-Shakira
&lt;3 this song so much.SHAKIRA YOUR A REALLY GOOD ARTIST.﻿,legitimate,social,youtube,Youtube05-Shakira
I love shakira<br />❤❤❤❤﻿,legitimate,social,youtube,Youtube05-Shakira
"Definitley the song for 2010 when im not listening to gypsy SHAKIRA ROCKS<br /><span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/101721377578919894134"" oid=""101721377578919894134"">shakiraVEVO</a></span>﻿",phishing,social,youtube,Youtube05-Shakira
I remember that torunament like it was today.﻿,legitimate,social,youtube,Youtube05-Shakira
Thank you. Please give your email. ﻿,phishing,social,youtube,Youtube05-Shakira
beautiful﻿,legitimate,social,youtube,Youtube05-Shakira
"Shakira you are so beautiful. You are lovely, lively.. We love you.﻿",legitimate,social,youtube,Youtube05-Shakira
GREAT!!!﻿,legitimate,social,youtube,Youtube05-Shakira
Best World Cup Song﻿,legitimate,social,youtube,Youtube05-Shakira
Fuck it was the best ever 0687119038 nummber of patrik kluivert his son share !﻿,phishing,social,youtube,Youtube05-Shakira
This song is so beauty,legitimate,social,youtube,Youtube05-Shakira
I heard this when I was only 6 years old and I still love it﻿,legitimate,social,youtube,Youtube05-Shakira
waka waka:-):-):-)﻿,legitimate,social,youtube,Youtube05-Shakira
Oh my god go to 1 billion of replay i love shakira﻿,legitimate,social,youtube,Youtube05-Shakira
i love her﻿,legitimate,social,youtube,Youtube05-Shakira
I love this song &amp;I love shakira&lt;333♡♡♡♡♡♡♡♡♡♡♡《33☆☆☆﻿,legitimate,social,youtube,Youtube05-Shakira
Yea stil the best WK song ever<br />Thumbs up of you think the same<br />﻿,phishing,social,youtube,Youtube05-Shakira
I liked<br />﻿,legitimate,social,youtube,Youtube05-Shakira
I like this song ﻿,legitimate,social,youtube,Youtube05-Shakira
i like it :)﻿,legitimate,social,youtube,Youtube05-Shakira
Waka waka !!!﻿,legitimate,social,youtube,Youtube05-Shakira
Amazing song﻿,legitimate,social,youtube,Youtube05-Shakira
Cool song ﻿,legitimate,social,youtube,Youtube05-Shakira
i love u  shakira﻿,legitimate,social,youtube,Youtube05-Shakira
Waka waka ﻿,legitimate,social,youtube,Youtube05-Shakira
this song sucks﻿,legitimate,social,youtube,Youtube05-Shakira
Lol I love this song﻿,legitimate,social,youtube,Youtube05-Shakira
Shakira﻿,legitimate,social,youtube,Youtube05-Shakira
Subscribe my channel  I RECORDING FIFA 15 GOALS WATCH NOW :D﻿,phishing,social,youtube,Youtube05-Shakira
Wow...5 years<br />﻿,legitimate,social,youtube,Youtube05-Shakira
subscribe to me and I wil subscribe to you back﻿,phishing,social,youtube,Youtube05-Shakira
You best singer﻿,legitimate,social,youtube,Youtube05-Shakira
5 years soon!﻿,legitimate,social,youtube,Youtube05-Shakira
Wanderfol is love or miusic﻿,legitimate,social,youtube,Youtube05-Shakira
BEST SONG EVER X3333333333﻿,legitimate,social,youtube,Youtube05-Shakira
"Very pleasant to hear, haha, good.﻿",legitimate,social,youtube,Youtube05-Shakira
love!!!!﻿,legitimate,social,youtube,Youtube05-Shakira
wow,legitimate,social,youtube,Youtube05-Shakira
Waka waka eh eh﻿,legitimate,social,youtube,Youtube05-Shakira
Cutie girl and beautiful song,legitimate,social,youtube,Youtube05-Shakira
Love you shkira﻿,legitimate,social,youtube,Youtube05-Shakira
"I believe that soccer promotes terrorism. Bad choice, Shakira.﻿",legitimate,social,youtube,Youtube05-Shakira
I loved this song when I was in my teenage years!﻿,legitimate,social,youtube,Youtube05-Shakira
Lip synch is terrible﻿,legitimate,social,youtube,Youtube05-Shakira
"Shakira is different :) She is so happy all the time and she is spending for Africa :)<br />She can dance , sing and she speaks 4 languages﻿",legitimate,social,youtube,Youtube05-Shakira
Gusttavo Lima Você não me conhece <br />Check out﻿,phishing,social,youtube,Youtube05-Shakira
Best world cup offical song﻿,legitimate,social,youtube,Youtube05-Shakira
5 years ago damn ﻿,legitimate,social,youtube,Youtube05-Shakira
Very nice,legitimate,social,youtube,Youtube05-Shakira
"Help shakira&#39;s waka waka be the first song by a female artist to reach 1 billion views.<br />(dark horse is ahead by roughly 100 million more views, and roar has only 50 million more views)<br /><a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0"">https://www.youtube.com/watch?v=pRpeEdMmmQ0</a>﻿",phishing,social,youtube,Youtube05-Shakira
like me﻿,legitimate,social,youtube,Youtube05-Shakira
SHAKIRA SONG WAKA WAKA﻿,legitimate,social,youtube,Youtube05-Shakira
So underrated better<br />Than  Katy perry :/ but in not saying Katy is bad but she has no meaning to her songs. Shakira has<br />Meaningful songs these are the songs which bring memories and vibe&#39;s. I will miss it.   <br />   ﻿,legitimate,social,youtube,Youtube05-Shakira
I love this song and expect the World Cup .﻿,legitimate,social,youtube,Youtube05-Shakira
Good times ...﻿,legitimate,social,youtube,Youtube05-Shakira
"It makes me happy instantly, and makes me forgot everything bad happening!﻿",legitimate,social,youtube,Youtube05-Shakira
Love this song so much! One of my faves! Xxx﻿,legitimate,social,youtube,Youtube05-Shakira
"Hi, nice song Shakira! (Sorry for bad Brazilian)﻿",legitimate,social,youtube,Youtube05-Shakira
BEST SONG! GO SHAKI :D﻿,legitimate,social,youtube,Youtube05-Shakira
THIS IS SHIT AND SOOOOO AUTOTUNED﻿,legitimate,social,youtube,Youtube05-Shakira
....I stil lisening this :)﻿,legitimate,social,youtube,Youtube05-Shakira
sexy shakira﻿,legitimate,social,youtube,Youtube05-Shakira
I love you Shakiria!!!!!!﻿,legitimate,social,youtube,Youtube05-Shakira
Me and my aunt love this song!!!!!﻿,legitimate,social,youtube,Youtube05-Shakira
I subscribed it<br />﻿,phishing,social,youtube,Youtube05-Shakira
Check out this playlist on YouTube<br />﻿,phishing,social,youtube,Youtube05-Shakira
Top three Shakira songs (my choice) <br /><br />1- Waka Waka (it&#39;s time for Africa)<br /><br />2- Can&#39;t remember to forget you <br /><br />3- Empire<br /><br />Like this comment if u like Shakira ﻿,phishing,social,youtube,Youtube05-Shakira
Check out this playlist on YouTube:Central ﻿,phishing,social,youtube,Youtube05-Shakira
"If you could take time &amp; spare a min to read this, then thank you. <br /><br />Im a rapper, if we&#39;re gonna be honest theres thousands maybe even millions<br /><br />of those in the world but not too many with ambition, dedication &amp; passion.<br /><br />I don&#39;t have money for huge YouTube advertisements or incredible music videos<br /><br />so all im left with is comments to expose my music.<br /><br />If you could take a moment and give me a chance ill make you a believer<br /><br />I would love? nothing more than a loyal following on YouTube. For anyone who <br /><br />Reads this could you press the &quot;THUMBS UP&quot;  others will see it.<br /><br />Doing so will help me push closer to my dream :) Thank You﻿",phishing,social,youtube,Youtube05-Shakira
please visit my channel﻿,phishing,social,youtube,Youtube05-Shakira
Pleas subscribe my channel GamezZMTA﻿,phishing,social,youtube,Youtube05-Shakira
Pleas subscribe my channel﻿,phishing,social,youtube,Youtube05-Shakira
Pleas subscribe GamezZ MTA my channel<br />﻿,phishing,social,youtube,Youtube05-Shakira
"cool song check out my animal trafficking petition.<br /><a href=""http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick"">http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick</a>﻿",phishing,social,youtube,Youtube05-Shakira
Check out this video on YouTube: ﻿,phishing,social,youtube,Youtube05-Shakira
Subscribe and Win a CAP<br />       ☆☆☆☆☆﻿,phishing,social,youtube,Youtube05-Shakira
Hey guys love this but check out this girl name cause she knows how to dance so search up ej ba dancing.﻿,phishing,social,youtube,Youtube05-Shakira
"if you want to win money at hopme click here <a href=""https://www.paidverts.com/ref/sihaam01"">https://www.paidverts.com/ref/sihaam01</a> it&#39;s work 100/100﻿",phishing,social,youtube,Youtube05-Shakira
i am from Brazil please subscribe my channel love you all﻿,phishing,social,youtube,Youtube05-Shakira
Could Spanish people understand this?<br /><br />Any way&#39;s I how you doing subscribe to me I brake things<br /><br />-_-﻿,phishing,social,youtube,Youtube05-Shakira
PLEASSSSSSSSSSSSSSSS SUBSCRIBEEEEEEEEEE MY CHANNNNNNELLL PLZZ﻿,phishing,social,youtube,Youtube05-Shakira
"New way to make money easily and spending 20 minutes daily --&gt; <a href=""https://www.paidverts.com/ref/Marius1533"">https://www.paidverts.com/ref/Marius1533</a>﻿",phishing,social,youtube,Youtube05-Shakira
There are beautiful songs please subscribe﻿,phishing,social,youtube,Youtube05-Shakira
Can this channel get 500+ subscribers? You can make that happen :D﻿,phishing,social,youtube,Youtube05-Shakira
"I really love watching football and also I’ve started off making income with out financial risk from acquiring bonus deals. It’s this weird technique where you wager on something with one bookmakers and bet against it on Betfair. You secure the bonus as income . A chap named Jim Vanstone is finding the wagers free on his own website Vanstone Secrets (Google it!). I’ve made about 500 quid thus far. And it is cost-free. I guess the bookies pay him to obtain new consumers, yet this actually works.",phishing,social,youtube,Youtube05-Shakira
and how many subscribers compared to her over a million,phishing,social,youtube,Youtube05-Shakira
"I absolutely adore watching football plus I’ve started earning income with out risk from claiming bonus deals. It’s a weird technique where you put money on something with one bookmakers and put money against it on Betfair. You acquire the bonus as income . A lad named Jim Vanstone is selecting the wagers free on his website Vanstone Secrets (Google it!). I have generated about 600 quid so far. And it’s free. I assume the bookmakers pay him to get new men and women, but it succeeds.",phishing,social,youtube,Youtube05-Shakira
hahahahah ♥♥♥♥ :D like vines ?  Subscribe to me for daily vines,phishing,social,youtube,Youtube05-Shakira
"Hi there, have you heard about DribbleProShot? Just do a search on Google. On their web site you can watch a smart free video featuring the best way to significantly boost your football aka soccer skills in no time... It turned Nick into a much better football or soccer player...His team mates were definitily amazed! I hope it will help you also...",phishing,social,youtube,Youtube05-Shakira
"Hey, have you tried &quot;DribblePROshot&quot; yet? Just do a search on Google. On their website you will find a useful free video demonstrating the right way to enormously improve your soccer or football skills in no time... It transformed Fausto into a substantially better football/soccer player...to the amazement of his team mates. Hopefully it works for you too.",phishing,social,youtube,Youtube05-Shakira
"Still amazing this song!! I did a French Kpop Parody. Please come on my Channel to watch it. Share, suscribe, comment Thanks",phishing,social,youtube,Youtube05-Shakira
subscribe to my feed,phishing,social,youtube,Youtube05-Shakira
:D subscribe to me for daily vines,phishing,social,youtube,Youtube05-Shakira
"Hey guys whats up? I found this app that lets you get free gift card vouchers like psn cards,X-box live cards and even amazon gift cards. For free! All you have to do is  simply just download the app from the app store. It is called juno wallet. All you have to do is just sign up for the app and then complete a few surveys or just download some other free apps and you get money like 10 cents. Also, if you type in the code IM2458444. You will also start off with $0.25 free!!",phishing,social,youtube,Youtube05-Shakira
"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Duzafizz . Singlewave . Spourmo . Burder . Colorful . Claster . Incandescent . Ambitious . Winooze . Absorbing . Macabre . Crestboot . Boxium . Womanly . Tan . Ybuwyn . Forgetful . Pepelexa . Zealous",phishing,social,youtube,Youtube05-Shakira
Waka Waka!:D   Check out my new HALLOWEEN VIDEO!:),phishing,social,youtube,Youtube05-Shakira
we are 14 year old boys we are trying to enter in the music industry Maybe we are just a dreamers but we are not the? only one. Please give us one chance to prove ourself to you. we know these things are annoying as hell we are sorry? about that. But we do anything to get music heard. Please visit our channel subscribe if you like and thumb this comment up so everyone can see we have made a song called: I Wanna Play A Game please take a look on our channel Thankss!!!,phishing,social,youtube,Youtube05-Shakira
plz i wilsubscribe me frndzzl subscribe u back,phishing,social,youtube,Youtube05-Shakira
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the fragile swim enlist the person? How does the ice audit the frequent son? The fantastic chance describes the rate.",phishing,social,youtube,Youtube05-Shakira
SUBSCRIBE ME AND I REQUITE,phishing,social,youtube,Youtube05-Shakira
"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",phishing,social,youtube,Youtube05-Shakira
I love this!!!!! This is one of my fave songs now and I just subscribed :) :) :),phishing,social,youtube,Youtube05-Shakira
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the statement conciliate the acidic stretch? The earth recognizes the money. When does the numberless number transport the trade?",phishing,social,youtube,Youtube05-Shakira
How To Make A Lot Of Money Fast,phishing,social,youtube,Youtube05-Shakira
visit &quot; ww estiloproduction com &quot; best website to make money,phishing,social,youtube,Youtube05-Shakira
Message :   GTA V  $20  FIFA 14 $15  PS4  $200  Galaxy S4 mini $250  Ipad 4   $200  visit the site hh.nl,phishing,social,youtube,Youtube05-Shakira
Being paid to respond to fast paid surveys from home has enabled me to give up working and make more than 4500 bucks monthly.  To read more go to this web site bit.ly\1bSefQe,phishing,social,youtube,Youtube05-Shakira
"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",phishing,social,youtube,Youtube05-Shakira
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The meat discusss the successful memory. How does the peaceful unit arbitrate the guide? The addition designs the worried loss.",phishing,social,youtube,Youtube05-Shakira
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mother approve the axiomatic insurance? The fear appoints the roll. When does the space prepare the historical shame?",phishing,social,youtube,Youtube05-Shakira
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The plausible summer submits the behavior. When does the grass check the peaceful seat? The country strategizes the edge.",phishing,social,youtube,Youtube05-Shakira
Check out my channel :),phishing,social,youtube,Youtube05-Shakira
subscribe  my,phishing,social,youtube,Youtube05-Shakira
Please visit this Website: oldchat.tk,phishing,social,youtube,Youtube05-Shakira
"Hello everyone my name&#39;s Anderson and i&#39;m a singer. not expecting to buy subscribers with words BUT to gain them with my voice. I might not be the best but my voice is different (in a good way) and i&#39;ll work harder than anyone out there to get better, &#39;cuz &quot;yeah&quot; i have a dream  a HUGE one, (who doesn&#39;t?) so please take 3 minutes of your time to check out my covers. Give me a chance you won&#39;t regret it If you feel like subscribing that&#39;d be awesome and it&#39;d mean the world to me THANK YOU SO MUCH",phishing,social,youtube,Youtube05-Shakira
Check Out Daneja Good Girl,phishing,social,youtube,Youtube05-Shakira
Subscribe to my Youtube Channel!! :) Suscribite a mi canal de Youtube -WhatUKnow,phishing,social,youtube,Youtube05-Shakira
Check out my bass cover of hips don&#39;t lie by shakira!,phishing,social,youtube,Youtube05-Shakira
Subscribe to my channel :)  &lt;3,phishing,social,youtube,Youtube05-Shakira
The britishs called that soccer but you know the true word is football and the US Foot is called rugby. That works like that in EUW ( Germany/ Netherland/ France/ Portugal/ Belgium/ Spain/ ... ) Just because the Britishs don&#39;t agree to be like us because they are UNIQUE. That&#39;s the reason why they also refused to have euro (€) as money,phishing,social,youtube,Youtube05-Shakira
subscribe now!!!!!! love the song!!!!!! love football!!!,phishing,social,youtube,Youtube05-Shakira
so beutiful,legitimate,social,youtube,Youtube05-Shakira
She&#39;s so pretty,legitimate,social,youtube,Youtube05-Shakira
I like,legitimate,social,youtube,Youtube05-Shakira
She is perfect,legitimate,social,youtube,Youtube05-Shakira
1 753 682 421 GANGNAM STYLE ^^,phishing,social,youtube,Youtube05-Shakira
Your a fucking bitch,legitimate,social,youtube,Youtube05-Shakira
this song is racist,legitimate,social,youtube,Youtube05-Shakira
Where are Shakifans?,legitimate,social,youtube,Youtube05-Shakira
like!!!!!,legitimate,social,youtube,Youtube05-Shakira
I want new song,legitimate,social,youtube,Youtube05-Shakira
Shakira is perfect,legitimate,social,youtube,Youtube05-Shakira
Shakira :-*,legitimate,social,youtube,Youtube05-Shakira
I remember this :D,legitimate,social,youtube,Youtube05-Shakira
Waka waka,legitimate,social,youtube,Youtube05-Shakira
This makes me miss the world cup,legitimate,social,youtube,Youtube05-Shakira
best song eva,legitimate,social,youtube,Youtube05-Shakira
I love it,legitimate,social,youtube,Youtube05-Shakira
"Believe that Jesus Christ is your savior for all your sins. If you truly believe in Jesus Christ to be your savior for all your sins then you will go to Heaven. If you believe in Jesus Christ then you are saved and you are in salvation and you have gained God’s righteousness. It matters not how much you have sinned in the past, in the present and especially in the future. Believe that Jesus Christ is your savior and you will go to Heaven forever and that is the whole truth. Spread the truth.",phishing,social,youtube,Youtube05-Shakira
"Perhaps you have seen the newest Miley Cyrus SECRET video ?   She&#39;s sucking an old man&#39;s cock ,  If you wish to see her , check out the celebrity website beneath :   miley-secret-video.co.uk",phishing,social,youtube,Youtube05-Shakira
"Haha , Miley Cyrus has done it once again  Today someone leeched a porno video with her on a celeb site   I believe the website link is : miley-celeb-news.co.uk in case you want to view it....",phishing,social,youtube,Youtube05-Shakira
"I really can&#39;t comprehend Miley Cyrus , she actually is a high profile and she tapes herself banging Today a video was leeched with her sucking and fucking The video has been posted at the celebrity website under :  miley-celeb-news.co.uk",phishing,social,youtube,Youtube05-Shakira
her voice is so wow!,legitimate,social,youtube,Youtube05-Shakira
:),legitimate,social,youtube,Youtube05-Shakira
I love you,legitimate,social,youtube,Youtube05-Shakira
i like and love so much people all friends..... I love Shakira ^^,legitimate,social,youtube,Youtube05-Shakira
Shakira I love you,legitimate,social,youtube,Youtube05-Shakira
beautiful,legitimate,social,youtube,Youtube05-Shakira
Shakira is very beautiful,legitimate,social,youtube,Youtube05-Shakira
She is good,legitimate,social,youtube,Youtube05-Shakira
God she is so hot,legitimate,social,youtube,Youtube05-Shakira
She is perfect! &lt;3,legitimate,social,youtube,Youtube05-Shakira
Wow,legitimate,social,youtube,Youtube05-Shakira
Shakira voice sound spanish but that is what make the music sound amazing ♥I LOVE IT,legitimate,social,youtube,Youtube05-Shakira
CHECK OUT DANEJA GOOD GIRL,phishing,social,youtube,Youtube05-Shakira
Check out my covers please!,phishing,social,youtube,Youtube05-Shakira
"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :)",phishing,social,youtube,Youtube05-Shakira
"Echa un vistazo a la remezcla! / Check out the remix!  MILEY CYRUS - WRECKING BALL (THE HOUSE OF EDM REMIX)  MILEY CYRUS - WRECKING BALL (VINCENT T. REMIX)  ...click, enlace, suscríbase! / ...click, link, subscribe!",phishing,social,youtube,Youtube05-Shakira
Hey check out our new musicvideo &#39;&#39;Life&#39;s a celebration&#39;&#39; Peace !,phishing,social,youtube,Youtube05-Shakira
Hi. Check out and share our songs.,phishing,social,youtube,Youtube05-Shakira
Subscribe &amp; Like /watch?v=5tu9gN1l310,phishing,social,youtube,Youtube05-Shakira
/watch?v=Dtqcftr1Fac JUSTIEN BIEBER CAR 2013. LIKE&amp;SUBSCRIBE,phishing,social,youtube,Youtube05-Shakira
check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;,phishing,social,youtube,Youtube05-Shakira
HI! CHECK OUT OUR AWESOME COVERS! AND SAY WHAT YOU THINK!,phishing,social,youtube,Youtube05-Shakira
"I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn&#39;t to become famous but to  inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks",phishing,social,youtube,Youtube05-Shakira
please visit our web: wellcomemd.blogfa.com,phishing,social,youtube,Youtube05-Shakira
PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS,phishing,social,youtube,Youtube05-Shakira
ｈｔｔｐ://ｗｗｗ.ｅｂａｙ.ｃｏｍ/ｕｓｒ/ｓｈｏｅｃｏｌｌｅｃｔｏｒ314,phishing,social,youtube,Youtube05-Shakira
Beautiful song beautiful girl it works,legitimate,social,youtube,Youtube05-Shakira
OMG LOVE THIS!,legitimate,social,youtube,Youtube05-Shakira
Ouf Ouf OUFFFFFFFFFFFFFFFFFF!!!!!!!! :),legitimate,social,youtube,Youtube05-Shakira
awesome,legitimate,social,youtube,Youtube05-Shakira
cool,legitimate,social,youtube,Youtube05-Shakira
This Song will never get old,legitimate,social,youtube,Youtube05-Shakira
I always have goose bumps at that part,legitimate,social,youtube,Youtube05-Shakira
Love it,legitimate,social,youtube,Youtube05-Shakira
I love this song,legitimate,social,youtube,Youtube05-Shakira
